ind,X,Y,Z,Vol,Zone,Phase,In
i2527,18.14684309,32.90029695,125.9425,2.807994293,C,a,0
i2528,8.912399015,23.77446054,125.9425,6.672461345,C,a,0
i2529,-7.932895839,41.90812413,125.775,11.35307666,C,a,0
i2530,-4.029121288,46.40812413,125.775,10.46146886,C,a,0
i2531,-3.733026377,40.75812413,125.775,10.59620488,C,a,0
i2532,-5.468214564,43.40844688,125.7625,3.693503511,C,a,0
i2533,-1.973878398,43.58312413,125.7625,3.936934624,C,a,0
i2534,0.466843085,41.74029695,125.775,10.89895359,C,a,0
i2535,3.549436101,40.7598417,125.7875,7.517855773,C,a,0
i2536,3.336805562,46.40812413,125.7875,7.852965171,C,a,0
i2537,3.182104161,43.58398292,125.7625,3.935737815,C,a,0
i2538,6.632029116,39.87681151,125.775,3.054136838,C,a,0
i2539,12.65250138,40.85812413,125.775,4.592637814,C,a,0
i2540,9.466843085,39.69779695,125.775,5.796376359,C,a,0
i2541,15.83815967,39.63019833,125.775,3.214760805,C,a,0
i2542,15.2877064,44.383057,125.775,3.279680923,C,a,0
i2543,18.31710416,41.73529695,125.775,6.249598387,C,a,0
i2544,16.69624377,46.32826641,125.775,1.269145452,C,a,0
i2545,8.912399015,32.64079695,125.9425,6.876720717,C,a,0
i2546,4.748537152,10.41029695,125.98,6.811653772,C,a,0
i2547,0.539675289,10.89918941,125.9425,13.02161705,C,a,0
i2548,10.11739901,10.59241733,125.9425,13.4718119,C,a,0
i2549,1.732399015,15.09747434,125.9425,7.125211078,C,a,0
i2550,2.932399015,14.87421054,125.9425,6.928546113,C,a,0
i2551,4.132399015,14.87421054,125.9425,6.928546113,C,a,0
i2552,6.517399015,14.90921054,125.9425,7.516255744,C,a,0
i2553,7.717399015,10.57941733,125.9425,13.49167798,C,a,0
i2554,8.917399015,14.87421054,125.9425,6.928546113,C,a,0
i2555,10.11239901,5.870296951,125.9425,6.830875912,C,a,0
i2556,8.918649015,1.903796951,125.9425,12.89232318,C,a,0
i2557,6.525024968,5.905296951,125.9425,7.312246362,C,a,0
i2558,18.16684309,15.08671054,125.9425,2.696556599,C,a,0
i2559,5.332399015,10.55041733,125.9425,13.53599463,C,a,0
i2560,8.049436101,40.85812413,125.775,2.043553798,C,a,0
i2561,8.912399015,1.877796951,125.9425,12.93205535,C,a,0
i2562,1.732399015,1.622724337,125.9425,13.46636503,C,a,0
i2563,0.521369714,14.91421054,125.9425,6.886021727,C,a,0
i2564,1.721369714,14.92758187,125.9425,6.865588186,C,a,0
i2565,5.474843707,-7.51410444,129.375,14.26995915,C,a,0
i2566,13.98535769,-7.516890549,129.375,12.8285261,C,a,0
i2567,-8.684516358,-3.239064913,129.375,6.189048645,C,a,0
i2568,-4.028746,1.408109451,129.58,6.787520751,C,a,0
i2569,4.970983642,1.403004935,129.58,6.787962484,C,a,0
i2570,13.97098364,1.408109451,129.58,6.787962484,C,a,0
i2571,-7.868434926,-3.045549753,129.5425,6.828667243,C,a,0
i2572,18.17285769,-3.276890549,129.5425,2.708154496,C,a,0
i2573,-6.657588635,-3.052997495,129.5425,6.817285901,C,a,0
i2574,-5.472698241,1.233449032,129.5425,13.36766271,C,a,0
i2575,-4.292698241,-3.052997495,129.5425,6.817285901,C,a,0
i2576,-3.092698241,1.233449032,129.5425,13.36766271,C,a,0
i2577,-1.892698241,1.233449032,129.5425,13.36766271,C,a,0
i2578,-0.692698241,-3.052997495,129.5425,6.817285901,C,a,0
i2579,0.515593248,-2.856995065,129.5425,6.509962279,C,a,0
i2580,1.725483642,-3.055549753,129.5425,6.813385642,C,a,0
i2581,2.925483642,1.228422903,129.5425,13.35998198,C,a,0
i2582,4.125483642,1.228422903,129.5425,13.35998198,C,a,0
i2583,5.325483642,-3.055549753,129.5425,6.813385642,C,a,0
i2584,6.525483642,1.228422903,129.5425,13.35998198,C,a,0
i2585,7.717967295,-3.055549753,129.5425,6.813385642,C,a,0
i2586,8.919107689,-3.055549753,129.5425,6.813385642,C,a,0
i2587,10.13285769,-3.046995065,129.5425,6.800312709,C,a,0
i2588,11.33285769,-3.056942807,129.5425,6.815514452,C,a,0
i2589,13.73285769,1.233109451,129.5425,13.37140139,C,a,0
i2590,14.92285769,-3.054390549,129.5425,6.819414711,C,a,0
i2591,16.12285769,1.233109451,129.5425,13.37140139,C,a,0
i2592,17.33285769,-3.054390549,129.5425,6.819414711,C,a,0
i2593,-8.682845205,5.810504935,129.375,6.188947948,C,a,0
i2594,-3.81137308,10.40810945,129.58,7.142526371,C,a,0
i2595,-7.86889421,5.915557193,129.5425,6.865339375,C,a,0
i2596,-6.658047919,1.583109451,129.5425,13.48601341,C,a,0
i2597,-5.473157525,1.583109451,129.5425,13.48601341,C,a,0
i2598,-4.293157525,5.908109451,129.5425,7.411576773,C,a,0
i2599,-3.093157525,1.583109451,129.5425,13.48601341,C,a,0
i2600,-1.893157525,1.583109451,129.5425,13.48601341,C,a,0
i2601,-0.693157525,5.735109451,129.5425,7.141092425,C,a,0
i2602,0.535133964,5.920289859,129.5425,6.903134849,C,a,0
i2603,18.61785769,-3.071972685,129.375,5.98289119,C,a,0
i2604,13.98435769,10.40300493,129.58,6.810836831,C,a,0
i2605,18.15285769,5.905557193,129.5425,2.806401687,C,a,0
i2606,11.32285769,5.903004935,129.5425,6.876720717,C,a,0
i2607,12.53285769,5.910557193,129.5425,7.399351492,C,a,0
i2608,13.67285769,5.908057193,129.5425,7.395531091,C,a,0
i2609,14.91285769,1.583281064,129.5425,13.47795064,C,a,0
i2610,16.11285769,10.23283332,129.5425,13.48559144,C,a,0
i2611,17.31285769,1.580781064,129.5425,13.48177104,C,a,0
i2612,18.61715479,5.733068383,129.375,6.235181782,C,a,0
i2613,1.732857689,5.780432321,129.5425,7.116859567,C,a,0
i2614,2.932857689,1.578004935,129.5425,13.3943238,C,a,0
i2615,4.132857689,1.578004935,129.5425,13.3943238,C,a,0
i2616,5.332857689,1.578004935,129.5425,13.3943238,C,a,0
i2617,-8.714989729,14.77550493,129.375,6.189048645,C,a,0
i2618,-3.657784749,19.40810945,129.58,7.393383027,C,a,0
i2619,-7.868908297,15.06284212,129.5425,7.113177012,C,a,0
i2620,-6.658062006,15.24022578,129.5425,7.384247665,C,a,0
i2621,-5.473171611,14.90734212,129.5425,7.885306422,C,a,0
i2622,-4.293171611,14.73295845,129.5425,7.61729209,C,a,0
i2623,-3.093171611,15.03284212,129.5425,7.067332208,C,a,0
i2624,-1.893171611,15.06284212,129.5425,7.113177012,C,a,0
i2625,-0.678171611,15.06284212,129.5425,7.113177012,C,a,0
i2626,13.96707972,19.40810945,129.58,6.780864099,C,a,0
i2627,11.32199074,14.90555719,129.5425,7.415397173,C,a,0
i2628,12.52199074,14.90555719,129.5425,7.415397173,C,a,0
i2629,13.72199074,14.90555719,129.5425,7.415397173,C,a,0
i2630,14.91949074,14.90555719,129.5425,7.415397173,C,a,0
i2631,16.11949074,14.91055719,129.5425,7.423037974,C,a,0
i2632,17.32199074,14.90555719,129.5425,6.880620976,C,a,0
i2633,18.6179397,14.91687776,129.375,5.98289119,C,a,0
i2634,4.967079724,19.40810945,129.58,6.779520738,C,a,0
i2635,-8.682845205,23.81050493,129.375,6.189048645,C,a,0
i2636,-3.81137308,28.40810945,129.58,7.142526371,C,a,0
i2637,-7.88889421,24.07757478,129.5425,6.662778295,C,a,0
i2638,-6.678047919,24.07757478,129.5425,6.662778295,C,a,0
i2639,-5.473157525,23.88797578,129.5425,6.907488185,C,a,0
i2640,-4.293157525,24.08320845,129.5425,6.67138744,C,a,0
i2641,-3.093157525,24.03284212,129.5425,6.686109226,C,a,0
i2642,-1.893157525,24.06284212,129.5425,6.640264422,C,a,0
i2643,-0.693157525,24.06284212,129.5425,6.640264422,C,a,0
i2644,0.540133964,23.93028986,129.5425,6.888181918,C,a,0
i2645,13.99007972,28.40855719,129.58,6.81782652,C,a,0
i2646,18.14730176,24.42565554,129.5425,2.88420829,C,a,0
i2647,10.11285769,23.90555719,129.5425,6.872820458,C,a,0
i2648,11.33285769,23.90833332,129.5425,6.877062828,C,a,0
i2649,12.53285769,19.58294526,129.5425,13.48694854,C,a,0
i2650,13.67285769,28.23372139,129.5425,13.48694854,C,a,0
i2651,14.91285769,23.90833332,129.5425,6.877062828,C,a,0
i2652,16.11285769,19.58294526,129.5425,13.48694854,C,a,0
i2653,18.61715479,23.90802731,129.375,5.98289119,C,a,0
i2654,4.966995826,28.34300493,129.375,12.71211201,C,a,0
i2655,1.732857689,23.93028986,129.5425,6.888181918,C,a,0
i2656,2.932857689,23.87555719,129.5425,6.826975653,C,a,0
i2657,4.132857689,23.87555719,129.5425,6.826975653,C,a,0
i2658,5.332857689,23.91305719,129.5425,7.303841482,C,a,0
i2659,6.512857689,23.91305719,129.5425,7.303841482,C,a,0
i2660,7.712857689,23.87555719,129.5425,6.826975653,C,a,0
i2661,17.31285769,23.90833332,129.5425,6.877062828,C,a,0
i2662,-8.682845205,32.81050493,129.375,6.189048645,C,a,0
i2663,-3.810366036,37.33310945,129.375,13.38915184,C,a,0
i2664,-7.92889421,32.93757478,129.5425,6.876720717,C,a,0
i2665,-6.718047919,32.88534212,129.5425,6.796900838,C,a,0
i2666,-5.473157525,28.58310945,129.5425,13.37140139,C,a,0
i2667,-4.293157525,32.87060945,129.5425,6.819414711,C,a,0
i2668,-3.093157525,32.87060945,129.5425,6.819414711,C,a,0
i2669,-1.893157525,32.87060945,129.5425,6.819414711,C,a,0
i2670,-0.683157525,32.87060945,129.5425,6.819414711,C,a,0
i2671,14.06715479,37.33310945,129.375,13.01999664,C,a,0
i2672,10.11285769,32.90300493,129.5425,6.876720717,C,a,0
i2673,11.33285769,32.87083332,129.5425,6.8190726,C,a,0
i2674,12.53285769,28.58347139,129.5425,13.3708483,C,a,0
i2675,13.67285769,32.87083332,129.5425,6.8190726,C,a,0
i2676,14.91285769,32.87083332,129.5425,6.8190726,C,a,0
i2677,16.11285769,32.87083332,129.5425,6.8190726,C,a,0
i2678,18.61715479,33.04556838,129.375,6.181178719,C,a,0
i2679,4.966995826,37.33310945,129.375,12.71211201,C,a,0
i2680,1.732857689,32.88534212,129.5425,6.796900838,C,a,0
i2681,2.932857689,32.83805719,129.5425,6.869159775,C,a,0
i2682,4.132857689,32.83805719,129.5425,6.869159775,C,a,0
i2683,5.332857689,32.70058332,129.5425,7.079241867,C,a,0
i2684,6.512857689,32.83805719,129.5425,6.869159775,C,a,0
i2685,7.712857689,32.83805719,129.5425,6.869159775,C,a,0
i2686,17.31285769,32.87083332,129.5425,6.8190726,C,a,0
i2687,18.14730176,32.90578106,129.5425,2.806261992,C,a,0
i2688,8.912857689,23.77580719,129.5425,6.674541677,C,a,0
i2689,0.512301759,32.78003986,129.5425,6.635982123,C,a,0
i2690,-7.939508417,41.87060945,129.375,11.44768563,C,a,0
i2691,-4.032495696,46.40810945,129.375,10.46954858,C,a,0
i2692,-3.736103329,40.75810945,129.375,10.60503505,C,a,0
i2693,-5.48775589,43.58310945,129.3625,3.936934624,C,a,0
i2694,-1.973419724,43.58310945,129.3625,3.936934624,C,a,0
i2695,0.467301759,41.74300493,129.375,10.89895359,C,a,0
i2696,3.547301759,40.75810945,129.3625,7.511531903,C,a,0
i2697,3.337264237,46.40810945,129.3625,7.852965171,C,a,0
i2698,3.192226714,43.58310945,129.3625,3.936934624,C,a,0
i2699,6.632079749,39.87200816,129.375,3.064965628,C,a,0
i2700,12.65296005,40.85810945,129.375,4.592637814,C,a,0
i2701,9.467301759,39.70050493,129.375,5.796376359,C,a,0
i2702,15.83861834,39.59795858,129.375,3.265361095,C,a,0
i2703,15.28816508,44.38315365,129.375,3.279120595,C,a,0
i2704,18.31715479,41.70305719,129.375,6.300056506,C,a,0
i2705,16.69620245,46.3309744,129.375,1.268694933,C,a,0
i2706,8.912857689,32.64350493,129.5425,6.876720717,C,a,0
i2707,4.848814895,10.41300493,129.58,6.974520645,C,a,0
i2708,10.11785769,14.87555719,129.5425,6.926465781,C,a,0
i2709,1.732857689,14.93028986,129.5425,6.865588186,C,a,0
i2710,2.932857689,14.87555719,129.5425,6.926465781,C,a,0
i2711,4.132857689,14.87555719,129.5425,6.926465781,C,a,0
i2712,5.332857689,10.55258332,129.5425,13.53266222,C,a,0
i2713,6.517857689,14.91055719,129.5425,7.514727584,C,a,0
i2714,7.717857689,19.23353106,129.5425,13.58614783,C,a,0
i2715,8.917857689,14.87555719,129.5425,6.926465781,C,a,0
i2716,10.11285769,5.873004935,129.5425,6.830875912,C,a,0
i2717,6.525483642,5.908004935,129.5425,7.312246362,C,a,0
i2718,18.16730176,15.07300493,129.5425,2.714394483,C,a,0
i2719,8.900231736,5.873004935,129.5425,6.830875912,C,a,0
i2720,-3.523892311,-7.51410444,129.375,14.26991632,C,a,0
i2721,8.047301759,40.85810945,129.35,2.047157949,C,a,0
i2722,7.718109595,5.908004935,129.5425,7.312246362,C,a,0
i2723,0.521828389,14.93028986,129.5425,6.865588186,C,a,0
i2724,-4.360789832,-7.592608445,133.075,15.61359935,C,a,0
i2725,18.61412123,-3.091890549,133.075,5.98289119,C,a,0
i2726,18.30718264,41.69560945,133.075,6.289244052,C,a,0
i2727,16.80171024,46.33272329,133.075,1.182612152,C,a,0
i2728,-4.03678976,46.40810945,133.0625,10.11739938,C,a,0
i2729,3.44221024,46.40658019,133.0625,7.267650997,C,a,0
i2730,-3.90913976,37.33726768,133.075,12.33575752,C,a,0
i2731,-7.93578976,41.87268857,133.075,11.44244022,C,a,0
i2732,-3.73678976,40.75658019,133.075,10.59368197,C,a,0
i2733,0.46221024,41.86408019,133.075,11.46030016,C,a,0
i2734,-5.489276441,43.58099522,133.0625,3.447660783,C,a,0
i2735,-1.98378976,43.58625985,133.0625,3.444085604,C,a,0
i2736,3.182135195,43.58158019,133.0625,3.44847601,C,a,0
i2737,4.71221024,37.32158019,133.075,13.01999664,C,a,0
i2738,14.12535892,37.33310945,133.075,13.20020479,C,a,0
i2739,8.045199003,40.85658019,133.075,2.042849168,C,a,0
i2740,12.64971024,40.85658019,133.075,4.595292932,C,a,0
i2741,15.83721024,39.65734482,133.075,3.350758391,C,a,0
i2742,6.628187766,39.58725468,133.075,3.266333476,C,a,0
i2743,9.46221024,39.86158019,133.075,5.348560558,C,a,0
i2744,4.98221024,-7.518419807,133.075,12.31538506,C,a,0
i2745,14.03721024,-7.518419807,133.075,12.48387913,C,a,0
i2746,-8.68578976,5.908109451,133.075,5.98289119,C,a,0
i2747,-8.68578976,-3.267093628,133.075,6.234753723,C,a,0
i2748,15.28721024,44.38254021,133.075,3.276173549,C,a,0
i2749,-7.88578976,-3.091890549,133.2425,6.341864661,C,a,0
i2750,-6.68578976,-3.091390549,133.2425,6.341864661,C,a,0
i2751,-5.48578976,-3.091390549,133.2425,6.341864661,C,a,0
i2752,-4.28578976,-3.090890549,133.2425,6.341864661,C,a,0
i2753,-3.08578976,-3.090890549,133.2425,6.341864661,C,a,0
i2754,-1.88578976,-3.090390549,133.2425,6.341864661,C,a,0
i2755,-0.68578976,-3.090390549,133.2425,6.341864661,C,a,0
i2756,0.51421024,-3.089890549,133.2425,6.341864661,C,a,0
i2757,1.71421024,-3.089890549,133.2425,6.341864661,C,a,0
i2758,2.91421024,-3.089390549,133.2425,6.341864661,C,a,0
i2759,4.11421024,-3.089390549,133.2425,6.341864661,C,a,0
i2760,5.31421024,-3.088890549,133.2425,6.341864661,C,a,0
i2761,6.51421024,-3.088890549,133.2425,6.341864661,C,a,0
i2762,7.71421024,-3.088390549,133.2425,6.341864661,C,a,0
i2763,11.01421024,-3.088390549,133.2425,6.341864661,C,a,0
i2764,12.21421024,-3.087890549,133.2425,6.341864661,C,a,0
i2765,13.41421024,-3.087890549,133.2425,6.341864661,C,a,0
i2766,14.61421024,-3.087390549,133.2425,6.341864661,C,a,0
i2767,15.81421024,-3.087390549,133.2425,6.341864661,C,a,0
i2768,17.01421024,-3.086890549,133.2425,6.341864661,C,a,0
i2769,17.86421024,-3.086890549,133.2425,2.642125242,C,a,0
i2770,-4.10828976,28.40810945,133.075,14.695927,C,a,0
i2771,5.04671024,28.40658019,133.075,14.695927,C,a,0
i2772,14.04401024,28.40658019,133.075,14.695927,C,a,0
i2773,-4.03328976,19.40810945,133.075,14.96623835,C,a,0
i2774,5.11871024,19.40658019,133.075,14.9554259,C,a,0
i2775,14.04401024,19.40658019,133.075,14.695927,C,a,0
i2776,-3.93578976,10.40810945,133.075,15.3104348,C,a,0
i2777,5.04871024,10.40658019,133.075,14.695927,C,a,0
i2778,14.04601024,10.40658019,133.075,14.695927,C,a,0
i2779,-8.68578976,14.90428019,133.075,5.98289119,C,a,0
i2780,18.61421024,14.90428019,133.075,5.98289119,C,a,0
i2781,18.61412123,5.903109451,133.075,5.98289119,C,a,0
i2782,-7.88578976,5.908609451,133.2425,6.341864661,C,a,0
i2783,-6.68578976,5.909109451,133.2425,6.341864661,C,a,0
i2784,-5.48578976,5.909109451,133.2425,6.341864661,C,a,0
i2785,-4.28578976,5.909609451,133.2425,6.341864661,C,a,0
i2786,-3.08578976,5.909609451,133.2425,6.341864661,C,a,0
i2787,-1.88578976,5.910109451,133.2425,6.341864661,C,a,0
i2788,-0.68578976,5.910109451,133.2425,6.341864661,C,a,0
i2789,0.51421024,5.910609451,133.2425,6.341864661,C,a,0
i2790,1.71421024,5.910609451,133.2425,6.341864661,C,a,0
i2791,8.39121024,5.912109451,133.2425,6.341864661,C,a,0
i2792,9.59121024,5.912609451,133.2425,6.341864661,C,a,0
i2793,10.79121024,5.912609451,133.2425,6.341864661,C,a,0
i2794,11.99121024,5.913109451,133.2425,6.341864661,C,a,0
i2795,13.19121024,5.913109451,133.2425,6.341864661,C,a,0
i2796,14.39121024,5.913609451,133.2425,6.341864661,C,a,0
i2797,15.59121024,5.913609451,133.2425,6.341864661,C,a,0
i2798,16.79121024,5.914109451,133.2425,6.341864661,C,a,0
i2799,-8.68578976,23.90678019,133.075,5.98289119,C,a,0
i2800,18.61412123,23.90178019,133.075,5.98289119,C,a,0
i2801,-7.88578976,23.90728019,133.2425,6.341864661,C,a,0
i2802,-6.68578976,23.90778019,133.2425,6.341864661,C,a,0
i2803,-5.48578976,23.90778019,133.2425,6.341864661,C,a,0
i2804,-4.28578976,23.90828019,133.2425,6.341864661,C,a,0
i2805,-3.08578976,23.90828019,133.2425,6.341864661,C,a,0
i2806,-1.88578976,23.90878019,133.2425,6.341864661,C,a,0
i2807,-0.68578976,23.90878019,133.2425,6.341864661,C,a,0
i2808,0.51421024,23.90928019,133.2425,6.341864661,C,a,0
i2809,1.71421024,23.90928019,133.2425,6.341864661,C,a,0
i2810,2.91421024,23.90978019,133.2425,6.341864661,C,a,0
i2811,4.11421024,23.90978019,133.2425,6.341864661,C,a,0
i2812,5.31421024,23.91028019,133.2425,6.341864661,C,a,0
i2813,6.51421024,23.91028019,133.2425,6.341864661,C,a,0
i2814,7.71421024,23.91078019,133.2425,6.341864661,C,a,0
i2815,8.91421024,23.91078019,133.2425,6.341864661,C,a,0
i2816,10.11421024,23.91128019,133.2425,6.341864661,C,a,0
i2817,11.31421024,23.91128019,133.2425,6.341864661,C,a,0
i2818,12.51421024,23.91178019,133.2425,6.341864661,C,a,0
i2819,13.71421024,23.91178019,133.2425,6.341864661,C,a,0
i2820,14.91421024,23.91228019,133.2425,6.341864661,C,a,0
i2821,16.11421024,23.91228019,133.2425,6.341864661,C,a,0
i2822,17.31421024,23.91278019,133.2425,6.341864661,C,a,0
i2823,18.16421024,23.91278019,133.2425,2.642125242,C,a,0
i2824,-7.88778976,14.90395093,133.2425,6.341864661,C,a,0
i2825,-6.68778976,14.90445093,133.2425,6.341864661,C,a,0
i2826,-5.48778976,14.90445093,133.2425,6.341864661,C,a,0
i2827,-4.28778976,14.90495093,133.2425,6.341864661,C,a,0
i2828,-3.08778976,14.90495093,133.2425,6.341864661,C,a,0
i2829,-1.88778976,14.90545093,133.2425,6.341864661,C,a,0
i2830,-0.68778976,14.90545093,133.2425,6.341864661,C,a,0
i2831,-8.68778976,32.90495093,133.075,5.98289119,C,a,0
i2832,18.61212123,32.89995093,133.075,5.98289119,C,a,0
i2833,-7.88778976,32.90545093,133.2425,6.341864661,C,a,0
i2834,-6.68778976,32.90595093,133.2425,6.341864661,C,a,0
i2835,-5.48778976,32.90595093,133.2425,6.341864661,C,a,0
i2836,-4.28778976,32.90645093,133.2425,6.341864661,C,a,0
i2837,-3.08778976,32.90645093,133.2425,6.341864661,C,a,0
i2838,-1.88778976,32.90695093,133.2425,6.341864661,C,a,0
i2839,-0.68778976,32.90695093,133.2425,6.341864661,C,a,0
i2840,0.51221024,32.90745093,133.2425,6.341864661,C,a,0
i2841,1.71221024,32.90745093,133.2425,6.341864661,C,a,0
i2842,2.91221024,32.90795093,133.2425,6.341864661,C,a,0
i2843,4.11221024,32.90795093,133.2425,6.341864661,C,a,0
i2844,5.31221024,32.90845093,133.2425,6.341864661,C,a,0
i2845,6.51221024,32.90845093,133.2425,6.341864661,C,a,0
i2846,7.71221024,32.90895093,133.2425,6.341864661,C,a,0
i2847,8.91221024,32.90895093,133.2425,6.341864661,C,a,0
i2848,10.11221024,32.90945093,133.2425,6.341864661,C,a,0
i2849,11.31221024,32.90945093,133.2425,6.341864661,C,a,0
i2850,12.51221024,32.90995093,133.2425,6.341864661,C,a,0
i2851,13.71221024,32.90995093,133.2425,6.341864661,C,a,0
i2852,14.91221024,32.91045093,133.2425,6.341864661,C,a,0
i2853,16.11221024,32.91045093,133.2425,6.341864661,C,a,0
i2854,17.31221024,32.91095093,133.2425,6.341864661,C,a,0
i2855,18.16221024,32.91095093,133.2425,2.642125242,C,a,0
i2856,-3.93828976,1.408109451,133.075,15.3104348,C,a,0
i2857,5.14481024,1.406580193,133.075,15.05273798,C,a,0
i2858,14.04351024,1.406580193,133.075,14.695927,C,a,0
i2859,0.51221024,14.90595093,133.2425,6.341864661,C,a,0
i2860,1.71221024,14.90595093,133.2425,6.341864661,C,a,0
i2861,2.91221024,14.90645093,133.2425,6.341864661,C,a,0
i2862,4.11221024,14.90645093,133.2425,6.341864661,C,a,0
i2863,5.31221024,14.90695093,133.2425,6.341864661,C,a,0
i2864,6.51221024,14.90695093,133.2425,6.341864661,C,a,0
i2865,7.71221024,14.90695093,133.2425,6.341864661,C,a,0
i2866,8.91221024,14.90695093,133.2425,6.341864661,C,a,0
i2867,10.11221024,14.90745093,133.2425,6.341864661,C,a,0
i2868,11.31221024,14.90745093,133.2425,6.341864661,C,a,0
i2869,12.51221024,14.90795093,133.2425,6.341864661,C,a,0
i2870,13.71221024,14.90795093,133.2425,6.341864661,C,a,0
i2871,14.91221024,14.90795093,133.2425,6.341864661,C,a,0
i2872,16.11221024,14.90845093,133.2425,6.341864661,C,a,0
i2873,17.31221024,14.90845093,133.2425,6.341864661,C,a,0
i2874,18.15421024,14.90478019,133.2425,2.642125242,C,a,0
i2875,17.94121024,5.914109451,133.2425,5.812675533,C,a,0
i2876,2.34121024,5.906580193,133.075,6.487472375,C,a,0
i2877,4.96621024,6.925074473,133.075,3.784358885,C,a,0
i2878,7.59121024,5.906580193,133.075,6.487472375,C,a,0
i2879,3.14121024,4.447000808,133.2425,4.110872142,C,a,0
i2880,4.34121024,4.44355272,133.2425,4.105602911,C,a,0
i2881,5.543363894,4.443528107,133.2425,4.095102064,C,a,0
i2882,6.743363894,6.924398239,133.2425,7.886268961,C,a,0
i2883,4.34121024,8.590184017,133.2425,2.231113833,C,a,0
i2884,3.14121024,8.597080193,133.2425,2.231113833,C,a,0
i2885,6.74121024,8.583287842,133.2425,2.231113833,C,a,0
i2886,5.54121024,8.579882018,133.2425,2.246856937,C,a,0
i2887,9.32091024,-2.918419807,133.075,6.235181782,C,a,0
i2888,8.56421024,-3.088390549,133.2425,2.642125242,C,a,0
i2889,8.91421024,-3.088390549,133.2425,1.056850097,C,a,0
i2890,9.06421024,-3.088390549,133.2425,0.792637573,C,a,0
i2891,9.76421024,-3.088390549,133.2425,2.642125242,C,a,0
i2892,10.11421024,-3.088390549,133.2425,1.056850097,C,a,0
i2893,18.21421024,-3.086890549,133.2425,1.056850097,C,a,0
i2894,18.36421024,-3.086890549,133.2425,0.792637573,C,a,0
i2895,10.31421024,-3.088390549,133.2425,1.056850097,C,a,0
i2896,3.545199003,40.75658019,133.075,7.778090612,C,a,0
i2897,-4.359531987,-7.590608445,137.275,15.61359935,C,a,0
i2898,18.31044048,41.69760945,137.275,6.289244052,C,a,0
i2899,16.80296809,46.33472329,137.275,1.182612152,C,a,0
i2900,-4.035531915,46.41010945,137.2625,10.11861879,C,a,0
i2901,3.443468085,46.40858019,137.2625,7.267650997,C,a,0
i2902,-3.907881915,37.33926768,137.275,12.33575752,C,a,0
i2903,-7.934531915,41.87468857,137.275,11.44244022,C,a,0
i2904,-3.735531915,40.75858019,137.275,10.59368197,C,a,0
i2905,0.463468085,41.86608019,137.275,11.46030016,C,a,0
i2906,-5.488018596,43.58299522,137.2625,3.447660783,C,a,0
i2907,-1.982531915,43.58825985,137.2625,3.444085604,C,a,0
i2908,3.18339304,43.58358019,137.2625,3.44847601,C,a,0
i2909,4.713468085,37.32358019,137.275,13.01999664,C,a,0
i2910,14.12661676,37.33510945,137.275,13.20020479,C,a,0
i2911,8.046456848,40.85858019,137.275,2.042849168,C,a,0
i2912,12.65096809,40.85858019,137.275,4.595292932,C,a,0
i2913,15.83846809,39.65934482,137.275,3.350758391,C,a,0
i2914,6.629445611,39.58925468,137.275,3.266333476,C,a,0
i2915,9.463468085,39.80108019,137.275,5.190878937,C,a,0
i2916,4.963468085,-7.516419807,137.275,12.25411449,C,a,0
i2917,14.03846809,-7.591419807,137.225,11.65162052,C,a,0
i2918,-8.684531915,5.910109451,137.275,5.98289119,C,a,0
i2919,-8.684531915,-3.265093628,137.275,6.235181782,C,a,0
i2920,15.28846809,44.38454021,137.275,3.276173549,C,a,0
i2921,-7.884531915,-3.089890549,137.4425,6.341864661,C,a,0
i2922,-6.684531915,-3.089390549,137.4425,6.341864661,C,a,0
i2923,-5.484531915,-3.089390549,137.4425,6.341864661,C,a,0
i2924,-4.284531915,-3.088890549,137.4425,6.341864661,C,a,0
i2925,-3.084531915,-3.088890549,137.4425,6.341864661,C,a,0
i2926,-1.884531915,-3.088390549,137.4425,6.341864661,C,a,0
i2927,-0.684531915,-3.088390549,137.4425,6.341864661,C,a,0
i2928,0.515468085,-3.087890549,137.4425,6.341864661,C,a,0
i2929,1.715468085,-3.087890549,137.4425,6.341864661,C,a,0
i2930,2.915468085,-3.087390549,137.4425,6.341864661,C,a,0
i2931,4.115468085,-3.087390549,137.4425,6.341864661,C,a,0
i2932,5.315468085,-3.086890549,137.4425,6.341864661,C,a,0
i2933,6.515468085,-3.086890549,137.4425,6.341864661,C,a,0
i2934,7.715468085,-3.086390549,137.4425,6.341864661,C,a,0
i2935,-4.107031915,28.41010945,137.275,14.695927,C,a,0
i2936,5.047968085,28.40858019,137.275,14.695927,C,a,0
i2937,14.04526809,28.40858019,137.275,14.695927,C,a,0
i2938,-4.032031915,19.41010945,137.275,14.96623835,C,a,0
i2939,5.065968085,19.40858019,137.275,14.76080173,C,a,0
i2940,14.04526809,19.40858019,137.275,14.695927,C,a,0
i2941,-3.782381915,10.41010945,137.275,15.85880643,C,a,0
i2942,5.145118085,10.40858019,137.275,15.04012346,C,a,0
i2943,14.04726809,10.40858019,137.275,14.695927,C,a,0
i2944,-8.684531915,14.90628019,137.275,5.98289119,C,a,0
i2945,18.61546809,14.90628019,137.275,5.98289119,C,a,0
i2946,18.61537907,5.905109451,137.275,5.98289119,C,a,0
i2947,-7.884531915,5.910609451,137.4425,6.341864661,C,a,0
