ind,X,Y,Z,Vol,Zone,Phase,In
i818,-37.12877881,-20.46789055,103.7,1.534164094,B,b,0
i819,-42.33253191,-12.09189055,103.575,3.171653161,B,b,0
i820,-35.53253191,-21.09189055,103.75,6.054974216,B,b,0
i821,-37.90738191,-16.66689055,107.775,7.275420946,B,b,0
i822,-42.56760993,-16.34189055,107.775,1.362312961,B,b,0
i823,-35.53253191,-21.09189055,107.775,11.16385871,B,b,0
i824,-40.28223191,-21.09189055,107.625,4.465543484,B,b,0
i825,-44.93253191,-21.09189055,107.625,4.188023833,B,b,0
i826,-8.932531915,-23.31729407,107.775,1.387889128,B,b,0
i827,-44.45753191,-12.26689055,107.775,14.3219963,B,b,0
i828,-35.60753191,-11.71563313,107.775,12.63320341,B,b,0
i829,-40.03253191,-8.694375703,107.9425,8.452635881,B,b,0
i830,-40.03253191,-10.1943757,107.9425,8.452635881,B,b,0
i831,-40.03253191,-11.6943757,107.9425,8.452635881,B,b,0
i832,-40.03253191,-13.1943757,107.9425,8.452635881,B,b,0
i833,-40.03253191,-14.6943757,107.9425,8.452635881,B,b,0
i834,-40.03253191,-15.8393757,107.9425,4.50807247,B,b,0
i835,-40.03253191,-7.591890549,107.775,11.16385871,B,b,0
i836,-40.03503191,-25.51689055,107.625,19.31095266,B,b,0
i837,-39.58233277,-21.02111543,107.9425,6.653952988,B,b,0
i838,-38.38233277,-21.02111543,107.9425,6.653952988,B,b,0
i839,-37.18233277,-21.02111543,107.9425,6.653952988,B,b,0
i840,-36.23233277,-21.12939055,107.9425,3.977991915,B,b,0
i841,-44.53253191,-12.04097592,111.375,15.50145482,B,b,0
i842,-35.53053191,-11.99112592,111.375,15.31488727,B,b,0
i843,-35.53053191,-21.16511129,111.375,15.22663829,B,b,0
i844,-26.53053191,-11.99112592,111.375,15.31584103,B,b,0
i845,-26.53053191,-21.09286129,111.375,14.96623835,B,b,0
i846,-17.53053191,-11.99112592,111.375,15.31584103,B,b,0
i847,-17.53053191,-21.19036129,111.375,15.31764311,B,b,0
i848,-38.03253191,-16.66536129,111.375,6.586586536,B,b,0
i849,-42.60753191,-16.34159055,111.375,1.387598258,B,b,0
i850,-44.93153191,-21.09189055,110.8,7.57832884,B,b,0
i851,-39.95753191,-25.51689055,111.375,12.94340843,B,b,0
i852,-40.18253191,-20.95337592,111.375,6.181861433,B,b,0
i853,-30.95653191,-25.43986129,111.375,6.089574069,B,b,0
i854,-21.85553191,-25.44036129,111.375,6.235181782,B,b,0
i855,-13.19403191,-25.44189055,111.375,6.251760878,B,b,0
i856,-8.857531915,-23.51577233,111.375,2.429707527,B,b,0
i857,-40.13278191,-7.740361291,111.375,6.342945907,B,b,0
i858,-30.95653191,-7.740361291,111.375,6.089574069,B,b,0
i859,-21.95653191,-7.740361291,111.375,6.089574069,B,b,0
i860,-13.03053191,-7.740361291,111.375,5.98289119,B,b,0
i861,-40.03155013,-16.13914055,111.5425,1.065320732,B,b,0
i862,-40.03253191,-15.43912629,111.5425,6.341864661,B,b,0
i863,-40.03253191,-14.23912629,111.5425,6.341864661,B,b,0
i864,-40.03253191,-13.03912629,111.5425,6.341864661,B,b,0
i865,-40.03253191,-11.83912629,111.5425,6.341864661,B,b,0
i866,-40.03253191,-10.63912629,111.5425,6.341864661,B,b,0
i867,-40.03253191,-9.439126285,111.5425,6.341864661,B,b,0
i868,-40.02753191,-8.389390549,111.5425,4.756398496,B,b,0
i869,-31.03253191,-15.43912629,111.5425,6.341864661,B,b,0
i870,-31.03253191,-14.23912629,111.5425,6.341864661,B,b,0
i871,-31.03253191,-13.03912629,111.5425,6.341864661,B,b,0
i872,-31.03253191,-11.83912629,111.5425,6.341864661,B,b,0
i873,-31.03253191,-10.63912629,111.5425,6.341864661,B,b,0
i874,-31.03253191,-9.439126285,111.5425,6.341864661,B,b,0
i875,-31.02753191,-8.389390549,111.5425,4.756398496,B,b,0
i876,-31.03253191,-22.63912629,111.5425,6.341864661,B,b,0
i877,-31.03253191,-21.43912629,111.5425,6.341864661,B,b,0
i878,-31.03253191,-20.23912629,111.5425,6.341864661,B,b,0
i879,-31.03253191,-19.03912629,111.5425,6.341864661,B,b,0
i880,-31.03253191,-17.83912629,111.5425,6.341864661,B,b,0
i881,-31.03253191,-16.63912629,111.5425,6.341864661,B,b,0
i882,-31.03253191,-23.83912629,111.5425,6.341864661,B,b,0
i883,-31.04253191,-24.83912629,111.5425,4.238097509,B,b,0
i884,-13.03253191,-15.43912629,111.5425,6.341864661,B,b,0
i885,-13.03253191,-14.23912629,111.5425,6.341864661,B,b,0
i886,-13.03253191,-13.03912629,111.5425,6.341864661,B,b,0
i887,-13.03253191,-11.83912629,111.5425,6.341864661,B,b,0
i888,-13.03253191,-10.63912629,111.5425,6.341864661,B,b,0
i889,-13.03253191,-9.439126285,111.5425,6.341864661,B,b,0
i890,-13.02753191,-8.389390549,111.5425,4.756398496,B,b,0
i891,-13.03253191,-22.63912629,111.5425,6.341864661,B,b,0
i892,-12.78253191,-20.23912629,111.5425,6.723904701,B,b,0
i893,-13.03253191,-23.83912629,111.5425,6.341864661,B,b,0
i894,-13.04253191,-24.83912629,111.5425,4.238097509,B,b,0
i895,-22.03253191,-15.43912629,111.5425,6.341864661,B,b,0
i896,-22.03253191,-14.23912629,111.5425,6.341864661,B,b,0
i897,-22.03253191,-13.03912629,111.5425,6.341864661,B,b,0
i898,-22.03253191,-11.83912629,111.5425,6.341864661,B,b,0
i899,-22.03253191,-10.63912629,111.5425,6.341864661,B,b,0
i900,-22.03253191,-9.439126285,111.5425,6.341864661,B,b,0
i901,-22.02753191,-8.389390549,111.5425,4.756398496,B,b,0
i902,-22.03253191,-22.63912629,111.5425,6.341864661,B,b,0
i903,-22.03253191,-21.43912629,111.5425,6.341864661,B,b,0
i904,-22.03253191,-20.23912629,111.5425,6.341864661,B,b,0
i905,-22.03253191,-19.03912629,111.5425,6.341864661,B,b,0
i906,-22.03253191,-17.83912629,111.5425,6.341864661,B,b,0
i907,-22.03253191,-16.63912629,111.5425,6.341864661,B,b,0
i908,-22.03253191,-23.83912629,111.5425,6.341864661,B,b,0
i909,-22.04253191,-24.83912629,111.5425,4.238097509,B,b,0
i910,-39.73253191,-21.09189055,111.5425,2.642443609,B,b,0
i911,-38.88253191,-21.09189055,111.5425,6.341864661,B,b,0
i912,-37.68253191,-21.09189055,111.5425,6.341864661,B,b,0
i913,-36.48253191,-21.09189055,111.5425,6.341864661,B,b,0
i914,-44.53253191,-12.04097592,114.975,15.50145482,B,b,0
i915,-35.53053191,-12.08286129,114.975,16.22769131,B,b,0
i916,-35.53053191,-21.01261129,114.975,15.95647893,B,b,0
i917,-26.53053191,-11.99112592,114.975,15.31584103,B,b,0
i918,-26.53053191,-21.10536129,114.975,15.01129024,B,b,0
i919,-17.53053191,-11.99112592,114.975,15.31488727,B,b,0
i920,-17.53053191,-21.19036129,114.975,15.31764311,B,b,0
i921,-38.08153191,-16.66536129,114.975,6.736699438,B,b,0
i922,-42.60753191,-16.34159055,114.975,1.387598258,B,b,0
i923,-44.93153191,-21.09189055,114.4,7.57832884,B,b,0
i924,-39.85653191,-25.66689055,114.975,13.25282482,B,b,0
i925,-40.18253191,-21.16612592,114.975,6.48857471,B,b,0
i926,-31.20553191,-25.43986129,114.975,6.235181782,B,b,0
i927,-21.85553191,-25.44036129,114.975,6.235181782,B,b,0
i928,-13.19403191,-25.44189055,114.975,6.251760878,B,b,0
i929,-40.20753191,-7.740361291,114.975,6.235181782,B,b,0
i930,-30.95403191,-7.740361291,114.975,6.09317822,B,b,0
i931,-22.03053191,-7.740361291,114.975,5.98289119,B,b,0
i932,-13.03053191,-7.740361291,114.975,5.98289119,B,b,0
i933,-40.03155013,-16.13914055,115.1425,1.065320732,B,b,0
i934,-40.03253191,-15.43912629,115.1425,6.341864661,B,b,0
i935,-40.03253191,-14.23912629,115.1425,6.341864661,B,b,0
i936,-40.03253191,-13.03912629,115.1425,6.341864661,B,b,0
i937,-40.03253191,-11.83912629,115.1425,6.341864661,B,b,0
i938,-40.03253191,-10.63912629,115.1425,6.341864661,B,b,0
i939,-40.03253191,-9.439126285,115.1425,6.341864661,B,b,0
i940,-40.02753191,-8.389390549,115.1425,4.756398496,B,b,0
i941,-31.03253191,-15.43912629,115.1425,6.341864661,B,b,0
i942,-31.03253191,-14.23912629,115.1425,6.341864661,B,b,0
i943,-31.03253191,-13.03912629,115.1425,6.341864661,B,b,0
i944,-31.03253191,-11.83912629,115.1425,6.341864661,B,b,0
i945,-31.03253191,-10.63912629,115.1425,6.341864661,B,b,0
i946,-31.03253191,-9.439126285,115.1425,6.341864661,B,b,0
i947,-31.02753191,-8.389390549,115.1425,4.756398496,B,b,0
i948,-31.03253191,-22.63912629,115.1425,6.341864661,B,b,0
i949,-31.03253191,-21.43912629,115.1425,6.341864661,B,b,0
i950,-31.03253191,-20.23912629,115.1425,6.341864661,B,b,0
i951,-31.03253191,-19.03912629,115.1425,6.341864661,B,b,0
i952,-31.03253191,-17.83912629,115.1425,6.341864661,B,b,0
i953,-31.03253191,-16.63912629,115.1425,6.341864661,B,b,0
i954,-31.03253191,-23.83912629,115.1425,6.341864661,B,b,0
i955,-31.04253191,-24.83912629,115.1425,4.238097509,B,b,0
i956,-13.03253191,-15.43912629,115.1425,6.341864661,B,b,0
i957,-13.03253191,-14.23912629,115.1425,6.341864661,B,b,0
i958,-13.03253191,-13.03912629,115.1425,6.341864661,B,b,0
i959,-13.03253191,-11.83912629,115.1425,6.341864661,B,b,0
i960,-13.03253191,-10.63912629,115.1425,6.341864661,B,b,0
i961,-13.03253191,-9.439126285,115.1425,6.341864661,B,b,0
i962,-13.02753191,-8.389390549,115.1425,4.756398496,B,b,0
i963,-13.04253191,-24.83912629,115.1425,4.238097509,B,b,0
i964,-22.03253191,-15.43912629,115.1425,6.341864661,B,b,0
i965,-22.03253191,-14.23912629,115.1425,6.341864661,B,b,0
i966,-22.03253191,-13.03912629,115.1425,6.341864661,B,b,0
i967,-22.03253191,-11.83912629,115.1425,6.341864661,B,b,0
i968,-22.03253191,-10.63912629,115.1425,6.341864661,B,b,0
i969,-22.03253191,-9.439126285,115.1425,6.341864661,B,b,0
i970,-22.02753191,-8.389390549,115.1425,4.756398496,B,b,0
i971,-22.03253191,-22.63912629,115.1425,6.341864661,B,b,0
i972,-22.03253191,-21.43912629,115.1425,6.341864661,B,b,0
i973,-22.03253191,-20.23912629,115.1425,6.341864661,B,b,0
i974,-22.03253191,-19.03912629,115.1425,6.341864661,B,b,0
i975,-22.03253191,-17.83912629,115.1425,6.341864661,B,b,0
i976,-22.03253191,-16.63912629,115.1425,6.341864661,B,b,0
i977,-22.03253191,-23.83912629,115.1425,6.341864661,B,b,0
i978,-22.04253191,-24.83912629,115.1425,4.238097509,B,b,0
i979,-39.73253191,-21.16664055,115.1425,2.69003943,B,b,0
i980,-38.88253191,-21.16689055,115.1425,6.456476673,B,b,0
i981,-37.68253191,-21.16689055,115.1425,6.456476673,B,b,0
i982,-36.48253191,-21.16689055,115.1425,6.456476673,B,b,0
i983,-13.03253191,-22.63912629,115.1425,6.341864661,B,b,0
i984,-13.03253191,-21.43912629,115.1425,6.341864661,B,b,0
i985,-13.03253191,-20.23912629,115.1425,6.341864661,B,b,0
i986,-13.03253191,-19.03912629,115.1425,6.341864661,B,b,0
i987,-13.03253191,-17.83912629,115.1425,6.341864661,B,b,0
i988,-13.03253191,-16.63912629,115.1425,6.341864661,B,b,0
i989,-13.03253191,-23.83912629,115.1425,6.341864661,B,b,0
i990,-44.53253191,-12.04097592,118.575,15.50006589,B,b,0
i991,-35.53053191,-11.99112592,118.575,15.31488727,B,b,0
i992,-35.53053191,-21.19011129,118.575,15.31674207,B,b,0
i993,-26.53053191,-11.99112592,118.575,15.31488727,B,b,0
i994,-26.53053191,-21.09036129,118.575,14.95722797,B,b,0
i995,-17.53053191,-11.99112592,118.575,15.31488727,B,b,0
i996,-17.53053191,-21.17786129,118.575,15.362695,B,b,0
i997,-38.03253191,-16.66536129,118.575,6.586586536,B,b,0
i998,-42.60753191,-16.34159055,118.575,1.387598258,B,b,0
i999,-44.93153191,-21.09189055,118,7.57832884,B,b,0
i1000,-39.85653191,-25.66689055,118.575,13.25282482,B,b,0
i1001,-40.18253191,-21.02837592,118.575,6.289985972,B,b,0
i1002,-31.20553191,-25.43986129,118.575,6.235181782,B,b,0
i1003,-21.85553191,-25.44036129,118.575,6.235181782,B,b,0
i1004,-13.19403191,-25.44189055,118.575,6.251760878,B,b,0
i1005,-40.20753191,-7.740361291,118.575,6.235181782,B,b,0
i1006,-31.03053191,-7.740361291,118.575,5.98289119,B,b,0
i1007,-22.03053191,-7.740361291,118.575,5.98289119,B,b,0
i1008,-13.03053191,-7.740361291,118.575,5.98289119,B,b,0
i1009,-40.03155013,-16.13914055,118.7425,1.065320732,B,b,0
i1010,-40.03253191,-15.43912629,118.7425,6.341864661,B,b,0
i1011,-40.03253191,-14.23912629,118.7425,6.341864661,B,b,0
i1012,-40.03253191,-13.03912629,118.7425,6.341864661,B,b,0
i1013,-40.03253191,-11.83912629,118.7425,6.341864661,B,b,0
i1014,-40.03253191,-10.63912629,118.7425,6.341864661,B,b,0
i1015,-40.03253191,-9.439126285,118.7425,6.341864661,B,b,0
i1016,-40.02753191,-8.389390549,118.7425,4.756398496,B,b,0
i1017,-31.03253191,-15.43912629,118.7425,6.341864661,B,b,0
i1018,-31.03253191,-14.23912629,118.7425,6.341864661,B,b,0
i1019,-31.03253191,-13.03912629,118.7425,6.341864661,B,b,0
i1020,-31.03253191,-11.83912629,118.7425,6.341864661,B,b,0
i1021,-31.03253191,-10.63912629,118.7425,6.341864661,B,b,0
i1022,-31.03253191,-9.439126285,118.7425,6.341864661,B,b,0
i1023,-31.02753191,-8.389390549,118.7425,4.756398496,B,b,0
i1024,-31.03253191,-22.63912629,118.7425,6.341864661,B,b,0
i1025,-31.03253191,-21.43912629,118.7425,6.341864661,B,b,0
i1026,-31.03253191,-20.23912629,118.7425,6.341864661,B,b,0
i1027,-31.03253191,-19.03912629,118.7425,6.341864661,B,b,0
i1028,-31.03253191,-17.83912629,118.7425,6.341864661,B,b,0
i1029,-31.03253191,-16.63912629,118.7425,6.341864661,B,b,0
i1030,-31.03253191,-23.83912629,118.7425,6.341864661,B,b,0
i1031,-31.04253191,-24.83912629,118.7425,4.238097509,B,b,0
i1032,-13.03253191,-15.43912629,118.7425,6.341864661,B,b,0
i1033,-13.03253191,-14.23912629,118.7425,6.341864661,B,b,0
i1034,-13.03253191,-13.03912629,118.7425,6.341864661,B,b,0
i1035,-13.03253191,-11.83912629,118.7425,6.341864661,B,b,0
i1036,-13.03253191,-10.63912629,118.7425,6.341864661,B,b,0
i1037,-13.03253191,-9.439126285,118.7425,6.341864661,B,b,0
i1038,-13.02753191,-8.389390549,118.7425,4.756398496,B,b,0
i1039,-13.04253191,-24.83912629,118.7425,4.238097509,B,b,0
i1040,-22.03253191,-15.43912629,118.7425,6.341864661,B,b,0
i1041,-22.03253191,-14.23912629,118.7425,6.341864661,B,b,0
i1042,-22.03253191,-13.03912629,118.7425,6.341864661,B,b,0
i1043,-22.03253191,-11.83912629,118.7425,6.341864661,B,b,0
i1044,-22.03253191,-10.63912629,118.7425,6.341864661,B,b,0
i1045,-22.03253191,-9.439126285,118.7425,6.341864661,B,b,0
i1046,-22.02753191,-8.389390549,118.7425,4.756398496,B,b,0
i1047,-22.03253191,-22.63912629,118.7425,6.341864661,B,b,0
i1048,-22.03253191,-21.43912629,118.7425,6.341864661,B,b,0
i1049,-22.03253191,-20.23912629,118.7425,6.341864661,B,b,0
i1050,-22.03253191,-19.03912629,118.7425,6.341864661,B,b,0
i1051,-22.03253191,-17.83912629,118.7425,6.341864661,B,b,0
i1052,-22.03253191,-16.63912629,118.7425,6.341864661,B,b,0
i1053,-22.03253191,-23.83912629,118.7425,6.341864661,B,b,0
i1054,-22.04253191,-24.83912629,118.7425,4.238097509,B,b,0
i1055,-39.73253191,-21.16664055,118.7425,2.69003943,B,b,0
i1056,-38.88253191,-21.16689055,118.7425,6.456476673,B,b,0
i1057,-37.68253191,-21.16689055,118.7425,6.456476673,B,b,0
i1058,-36.48253191,-21.16689055,118.7425,6.456476673,B,b,0
i1059,-13.03253191,-22.63912629,118.7425,6.341864661,B,b,0
i1060,-13.03253191,-21.43912629,118.7425,6.341864661,B,b,0
i1061,-13.03253191,-20.23912629,118.7425,6.341864661,B,b,0
i1062,-13.03253191,-19.03912629,118.7425,6.341864661,B,b,0
i1063,-13.03253191,-17.83912629,118.7425,6.341864661,B,b,0
i1064,-13.03253191,-16.63912629,118.7425,6.341864661,B,b,0
i1065,-13.03253191,-23.83912629,118.7425,6.341864661,B,b,0
i1066,-40.03362689,-7.591890549,122.175,10.47005958,B,b,0
i1067,-44.53696765,-12.26689055,122.175,10.91156812,B,b,0
i1068,-40.18568665,-11.91355982,122.175,6.230380001,B,b,0
i1069,-42.36132715,-11.05189055,122.175,3.136535036,B,b,0
i1070,-37.92568665,-12.09189055,122.125,5.622476058,B,b,0
i1071,-35.53283191,-12.08189055,122.125,9.074051638,B,b,0
i1072,-30.85283191,-7.591890549,122.075,10.89895359,B,b,0
i1073,-42.46239978,-16.59189055,122.2,4.886027805,B,b,0
i1074,-33.29283191,-12.09189055,122.125,4.216857043,B,b,0
i1075,-31.03283191,-12.09189055,122.125,4.216857043,B,b,0
i1076,-28.77283191,-12.09189055,122.125,4.216857043,B,b,0
i1077,-37.96033191,-16.59189055,122.075,6.124354129,B,b,0
i1078,-31.21283191,-16.59189055,122.075,10.89895359,B,b,0
i1079,-37.92568665,-21.27189055,122.125,5.397577016,B,b,0
i1080,-44.93283191,-21.09684651,122.025,4.188023833,B,b,0
i1081,-35.53283191,-20.91189055,122.125,9.445759777,B,b,0
i1082,-40.18568665,-21.26689055,122.175,6.235181782,B,b,0
i1083,-40.03783191,-25.59189055,122.175,10.47005958,B,b,0
i1084,-33.29283191,-21.09189055,122.125,4.216857043,B,b,0
i1085,-30.84925928,-25.59189055,122.075,10.88994017,B,b,0
i1086,-31.03283191,-21.09189055,122.125,4.216857043,B,b,0
i1087,-28.77283191,-21.09189055,122.125,4.216857043,B,b,0
i1088,-21.85283191,-16.59189055,122.075,10.89895359,B,b,0
i1089,-26.53283191,-11.90189055,122.125,9.423894593,B,b,0
i1090,-26.53283191,-21.27189055,122.125,9.445759777,B,b,0
i1091,-21.85258191,-7.591890549,122.075,10.89895359,B,b,0
i1092,-24.29283191,-12.09189055,122.125,4.216857043,B,b,0
i1093,-22.03283191,-12.09189055,122.125,4.216857043,B,b,0
i1094,-19.77283191,-12.45189055,122.125,4.216857043,B,b,0
i1095,-24.29283191,-21.09189055,122.125,4.216857043,B,b,0
i1096,-22.03283191,-21.09189055,122.125,4.216857043,B,b,0
i1097,-19.77283191,-21.27189055,122.125,4.048182762,B,b,0
i1098,-21.84883191,-25.59189055,122.075,10.89012342,B,b,0
i1099,-17.53283191,-11.90189055,122.125,9.423894593,B,b,0
i1100,-12.88258191,-7.591890549,122.075,10.82263569,B,b,0
i1101,-15.29283191,-12.09189055,122.125,4.216857043,B,b,0
i1102,-13.03283191,-12.09189055,122.125,4.216857043,B,b,0
i1103,-10.77283191,-12.45189055,122.125,4.216857043,B,b,0
i1104,-17.53283191,-20.90189055,122.125,9.423894593,B,b,0
i1105,-12.88258191,-16.59189055,122.075,10.82263569,B,b,0
i1106,-15.29283191,-21.09189055,122.125,4.216857043,B,b,0
i1107,-13.03283191,-21.09189055,122.125,4.216857043,B,b,0
i1108,-10.77283191,-21.45189055,122.125,4.216857043,B,b,0
i1109,-12.8790456,-25.59189055,122.075,10.81371389,B,b,0
i1110,-42.48519085,-16.59157805,125.775,5.290619334,B,b,0
i1111,-42.31276715,-10.96720305,125.775,1.828954403,B,b,0
i1112,-40.28293628,-12.04172696,125.6,4.810183196,B,b,0
i1113,-40.28293628,-21.32180492,125.6,4.620281292,B,b,0
i1114,-22.03065691,-7.491890549,125.6,10.96863385,B,b,0
i1115,-13.03065691,-7.491890549,125.6,10.96863385,B,b,0
i1116,-40.05815691,-7.49187587,125.6,12.02717309,B,b,0
i1117,-31.02065691,-7.492203049,125.6,11.8606613,B,b,0
i1118,-40.07034441,-25.69203946,125.6,11.99983428,B,b,0
i1119,-31.03315691,-25.69220305,125.6,11.89502088,B,b,0
i1120,-22.02315691,-25.69220305,125.6,11.9201298,B,b,0
i1121,-13.02253191,-25.68970305,125.6,11.86892081,B,b,0
i1122,-40.0324776,-7.566995065,130.525,18.49710526,B,b,0
i1123,-40.20610568,-11.90038822,131,12.39044236,B,b,0
i1124,-44.68206854,-11.99287791,130.525,10.8244678,B,b,0
i1125,-40.20610568,-21.09788822,131,12.39044236,B,b,0
i1126,-31.0324776,-7.566995065,130.525,18.49710526,B,b,0
i1127,-15.46302156,-9.940962118,131.475,2.871975075,B,b,0
i1128,-44.68284521,-21.19189055,130.525,10.8244678,B,b,0
i1129,-22.0324776,-7.566995065,130.525,18.49710526,B,b,0
i1130,-13.03144824,-7.416995065,130.525,18.49710526,B,b,0
i1131,-40.0324776,-25.61689055,130.525,18.49710526,B,b,0
i1132,-31.0324776,-25.61689055,130.525,18.49710526,B,b,0
i1133,-21.81881454,-25.61689055,130.525,19.44943011,B,b,0
i1134,-13.16829986,-25.76689055,130.525,19.10707125,B,b,0
i1135,-43.46179024,-14.76189055,131.475,1.759227061,B,b,0
i1136,-44.93253191,-17.39189055,106.075,2.297646466,B,b,0
i1137,-40.28253191,-17.39189055,106.075,2.297646466,B,b,0
i1138,-36.58253191,-8.316890549,106.075,6.382351294,B,b,0
i1139,-35.45753191,-11.27689055,106.075,15.11340787,B,b,0
i1140,-36.64503191,-14.11189055,106.075,6.06323373,B,b,0
i1141,-37.70753191,-11.21439055,106.075,14.7942903,B,b,0
i1142,-36.58253191,-11.21439055,106.075,5.744116165,B,b,0
i1143,-38.47507479,-20.48466032,104.975,1.284090379,B,b,0
i1144,-36.80540727,-20.36789055,104.975,3.197501632,B,b,0
i1145,-35.53253191,-22.80489055,104.975,4.801546498,B,b,0
i1146,-35.53253191,-17.69189055,104.975,1.182161633,B,b,0
i1147,-35.53253191,-18.29189055,104.975,0.689594286,B,b,0
i1148,-36.58253191,-11.21444016,110,4.324981583,B,b,0
i1149,-44.93253191,-17.39189055,110,1.55699337,B,b,0
i1150,-40.28223191,-17.39189055,110,1.55699337,B,b,0
i1151,-40.28053191,-17.39112592,117.2,1.559638975,B,b,0
i1152,-44.60783191,-10.96689055,124.4,1.189369935,B,b,0
i1153,-40.30753191,-25.69189055,124.4,1.081245396,B,b,0
i1154,-44.61289584,-10.96687587,128,1.167745027,B,b,0
i1155,-40.30785691,-25.6920345,128,1.081245396,B,b,0
i1156,-40.28293628,-11.09187587,128,0.864996317,B,b,0
i1157,-13.47284521,-17.71689055,130.2,6.054974216,B,b,0
i1158,-11.94205003,-24.04593886,130.725,2.711523176,B,b,0
i1159,-10.41284521,-10.81689055,130.3875,1.213998303,B,b,0
i1160,-8.912845205,-24.51569281,130.2,0.825631109,B,b,0
i1161,-11.94205003,-20.12260368,130.720695,4.244508294,B,b,0
i1162,-11.94205003,-16.97697085,130.56875,1.104283268,B,b,0
i1163,-11.94205003,-15.03967319,130.5678943,1.756508121,B,b,0
i1164,-11.94284521,-12.87078187,130.4684034,1.257693623,B,b,0
i1165,-11.94284521,-10.86689055,130.3875,1.157533265,B,b,0
i1166,-10.41284521,-12.86686583,130.3869754,1.100112996,B,b,0
i1167,-10.41284521,-15.04189055,130.2871534,1.123695675,B,b,0
i1168,-10.41284521,-16.99189055,130.1875,0.558643454,B,b,0
i1169,-10.41200484,-18.94189055,130.2,0.922662738,B,b,0
i1170,-10.41284521,-21.79189055,130.2,1.268661264,B,b,0
i1171,-10.41284521,-24.44053656,129.95,0.287941706,B,b,0
i1172,-8.912845205,-22.24189055,130.2,0.922662738,B,b,0
i1173,-8.912845205,-19.84189055,130.2,0.922662738,B,b,0
i1174,-8.912845205,-17.44194281,129.85,0.11532782,B,b,0
i1175,-13.46284521,-9.841890549,132.05,13.19119383,B,b,0
i1176,-8.957531915,-16.59189055,148.45,13.29931837,B,b,0
i1177,-8.532531915,46.40810945,105.7,5.886780488,C,a,0
i1178,0.367468085,46.40810945,105.7,8.409686411,C,a,0
i1179,18.46746809,46.40810945,105.7,5.886780488,C,a,0
i1180,-8.532531915,37.40810945,105.7,5.886780488,C,a,0
i1181,18.46746809,37.40810945,105.7,5.886780488,C,a,0
i1182,18.49246809,28.38310945,105.7,8.409686411,C,a,0
i1183,9.467468085,32.9202054,104.60625,3.311314025,C,a,0
i1184,9.467468085,28.40810945,104.60625,3.311314025,C,a,0
i1185,-8.532531915,28.40810945,105.7,5.886780488,C,a,0
i1186,9.467468085,23.90810945,104.60625,3.311314025,C,a,0
i1187,-8.532531915,19.40810945,105.7,5.886780488,C,a,0
i1188,-8.532531915,10.40810945,105.7,5.886780488,C,a,0
i1189,0.467468085,14.90810945,104.60625,3.311314025,C,a,0
i1190,0.467468085,10.40810945,104.60625,3.311314025,C,a,0
i1191,0.467468085,5.908109451,104.60625,3.311314025,C,a,0
i1192,-8.532531915,1.408109451,105.7,5.886780488,C,a,0
i1193,18.46746809,19.40810945,105.7,5.886780488,C,a,0
i1194,18.46746809,10.40810945,105.7,5.886780488,C,a,0
i1195,18.46746809,1.408109451,105.7,5.886780488,C,a,0
i1196,18.46746809,-7.591890549,105.7,5.886780488,C,a,0
i1197,-6.082531915,5.908109451,105.7,1.681937282,C,a,0
i1198,-6.082531915,10.40810945,105.7,1.681937282,C,a,0
i1199,15.01746809,5.908109451,105.7,1.681937282,C,a,0
i1200,15.01746809,10.40810945,105.7,1.681937282,C,a,0
i1201,15.01746809,14.90805984,105.7,1.681937282,C,a,0
i1202,-6.082531915,14.90810945,105.7,1.681937282,C,a,0
i1203,-6.082531915,23.90810945,105.7,1.681937282,C,a,0
i1204,-6.082531915,28.40810945,105.7,1.681937282,C,a,0
i1205,-6.082531915,32.90810945,105.7,1.681937282,C,a,0
i1206,15.01746809,32.90810945,105.7,1.681937282,C,a,0
i1207,15.01746809,28.40810945,105.7,1.681937282,C,a,0
i1208,15.01746809,23.90810945,105.7,1.681937282,C,a,0
i1209,9.517468085,-7.591890549,105.7,8.409686411,C,a,0
i1210,14.84246809,46.78310945,105.7,3.904497262,C,a,0
i1211,9.467468085,37.40810945,105.7,25.22905923,C,a,0
i1212,0.467468085,1.408109451,105.7,25.22905923,C,a,0
i1213,9.467468085,1.408109451,105.7,25.22905923,C,a,0
i1214,-8.382531915,-7.604890549,105.7,15.32244864,C,a,0
i1215,0.477468085,37.40810945,105.7,30.0679928,C,a,0
i1216,-3.532531915,34.75810945,105.7,1.681937282,C,a,0
i1217,0.323618085,-7.591940159,105.7,10.82915319,C,a,0
i1218,9.467468085,14.90810945,103.575,0.883017073,C,a,0
i1219,9.467468085,5.908109451,103.575,0.883017073,C,a,0
i1220,0.467468085,23.90810945,103.575,0.883017073,C,a,0
i1221,0.467468085,32.90810945,103.575,0.883017073,C,a,0
i1222,4.967468085,23.90810945,104.03125,1.957354512,C,a,0
i1223,-8.532531915,46.40810945,110,4.238481951,C,a,0
i1224,18.46746809,46.40810945,110,4.238481951,C,a,0
i1225,-8.532531915,37.40810945,110,4.238481951,C,a,0
i1226,18.46746809,37.40810945,110,4.238481951,C,a,0
i1227,-8.532531915,28.40810945,110,4.238481951,C,a,0
i1228,18.46746809,28.40810945,110,4.238481951,C,a,0
i1229,-8.532531915,19.40810945,110,4.238481951,C,a,0
i1230,18.46746809,19.40810945,110,4.238481951,C,a,0
i1231,0.317468085,46.40810945,110,6.054974216,C,a,0
